head,relation,tail,time
Attorney General (Afghanistan),Praise or endorse,Ashraf Ghani Ahmadzai,2014-03-01
Vasundhara Raje,Express intent to engage in diplomatic cooperation (such as policy support),Citizen (India),2014-01-26
Ministry (Brazil),Praise or endorse,Member of the Judiciary (Brazil),2014-11-19
Kathleen Stephens,Make a visit,Anandiben Patel,2014-08-21
Citizen (Kenya),Accuse,Government (Kenya),2014-02-20
United Arab Emirates,Retreat or surrender militarily,Qatar,2014-03-05
China,Make optimistic comment,Japan,2014-09-25
John Kerry,Make a visit,Myanmar,2014-08-08
Japan,Express intent to meet or negotiate,South Korea,2014-10-16
Congress (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-03-03
Foreign Affairs (Russia),Make an appeal or request,John Kerry,2014-09-21
Mohammad Javad Zarif,Make statement,Iran,2014-12-09
South Sudan,Make a visit,Ethiopia,2014-05-09
Iraq,Use conventional military force,Militant (Iraq),2014-05-27
Zhang Dejiang,Express intent to meet or negotiate,Head of Government (Colombia),2014-11-23
Thief (India),fight with small arms and light weapons,Citizen (India),2014-12-06
Military Personnel - Special (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-09-14
Iran,Cooperate militarily,Hezbollah,2014-09-17
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-09-15
Government (Argentina),Make statement,Hugo Moyano,2014-04-09
Pope Francis,Make a visit,South Korea,2014-08-18
Citizen (Venezuela),Demonstrate or rally,Government (Venezuela),2014-02-17
Women (Australia),Physically assault,Police (Australia),2014-08-29
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-04-02
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-30
United Arab Emirates,Host a visit,Sheikh Hasina Wajed,2014-10-28
Ireland,Express intent to meet or negotiate,Iranian Parliament,2014-01-07
Vietnam,Engage in diplomatic cooperation,Japan,2014-12-26
Citizen (Nigeria),Accuse,Congress (Nigeria),2014-03-24
International Monetary Fund,Provide economic aid,Serbia,2014-04-29
Attorney General (Argentina),Threaten,Lawyer/Attorney (Argentina),2014-11-29
Catherine Ashton,Express intent to meet or negotiate,John Kerry,2014-11-01
Barack Obama,Make a visit,Myanmar,2014-11-07
Lawyer/Attorney (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-09-25
Ruling Party (India),Accuse,Citizen (India),2014-03-27
Military (Mali),Use conventional military force,Militant (Mali),2014-05-21
Police (South Africa),"Return, release person(s)",Men (South Africa),2014-02-20
Congress (Argentina),Make statement,Daniel Scioli,2014-04-07
North Atlantic Treaty Organization,Express intent to de-escalate military engagement,Afghanistan,2014-10-31
Uhuru,Make a visit,The Hague,2014-10-09
Police (Philippines),Make statement,Philippines,2014-10-18
Adli Mansour,Host a visit,Macky Sall,2014-03-11
John Kerry,Make an appeal or request,Colombia,2014-12-12
Foreign Affairs (Syria),Praise or endorse,Iran,2014-05-28
Angola,Consult,South Africa,2014-04-25
Criminal (Senegal),Use unconventional violence,Police (Senegal),2014-08-19
Citizen (Kenya),Criticize or denounce,Government (Kenya),2014-01-16
Mohammad Javad Zarif,Consult,Sergey Viktorovich Lavrov,2014-01-16
South Korea,Engage in negotiation,Japan,2014-09-19
Guillaume Soro,Make a visit,Togo,2014-04-01
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-07
Iran,Praise or endorse,Government (Syria),2014-03-14
China,"Arrest, detain, or charge with legal action",Women (China),2014-10-17
Anifah Aman,Consult,Mohammad Javad Zarif,2014-07-31
Lawmaker (United States),Praise or endorse,Japan,2014-07-29
Police (South Africa),Investigate,Men (South Africa),2014-06-20
Curacao,Host a visit,North Atlantic Treaty Organization,2014-09-24
South Sudan,Host a visit,Office of the United Nations High Commissioner for Human Rights,2014-05-06
Royal Administration (Jordan),Host a visit,North Atlantic Treaty Organization,2014-12-10
Head of Government (Ukraine),Discuss by telephone,Angela Merkel,2014-12-27
Military (Mali),Criticize or denounce,Combatant (Mali),2014-05-22
Afghanistan,Engage in diplomatic cooperation,China,2014-10-29
Benjamin Netanyahu,Express intent to meet or negotiate,John Kerry,2014-12-14
North Korea,Threaten,Japan,2014-05-12
Colombia,Make an appeal or request,National Liberation Army,2014-02-27
Pavlo Klimkin,Deny responsibility,Sergey Viktorovich Lavrov,2014-07-19
Lawyer/Attorney (Egypt),Make statement,Hisham Barakat,2014-06-10
Criminal (United Arab Emirates),Investigate,Citizen (United Arab Emirates),2014-09-28
Citizen (India),Accuse,Member of Parliament (India),2014-12-19
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-02-04
Mauricio Domogan,Make statement,Philippines,2014-05-06
Police (Libya),Make statement,Attacker (Libya),2014-07-05
Iraq,Host a visit,John Kerry,2014-06-26
Member of Legislative (Govt) (Nigeria),Praise or endorse,Citizen (Nigeria),2014-08-11
Government (Venezuela),Accuse,Citizen (Venezuela),2014-06-11
Yemi Osinbajo,Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-12-29
Governor (Japan),Make a visit,China,2014-04-30
Foreign Affairs (Russia),Discuss by telephone,Federica Mogherini,2014-09-01
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-11
Citizen (India),Accuse,Employee (India),2014-06-23
Sergey Viktorovich Lavrov,Make a visit,Ethiopia,2014-09-21
Canadian Armed Forces,fight with small arms and light weapons,Canada,2014-10-23
Nuri al-Maliki,Discuss by telephone,Joseph Robinette Biden,2014-05-17
Yulia Tymoshenko,Praise or endorse,Protester (Ukraine),2014-02-23
France,Express intent to cooperate,China,2014-01-12
Citizen (Australia),"Accuse of crime, corruption",Cabinet / Council of Ministers / Advisors (Australia),2014-06-13
John Kerry,Discuss by telephone,Fumio Kishida,2014-06-19
Mexico,Engage in diplomatic cooperation,Iran,2014-12-03
Representatives (Russia),Express intent to engage in diplomatic cooperation (such as policy support),Sergey Viktorovich Lavrov,2014-09-25
China,Praise or endorse,South Africa,2014-09-06
Barack Obama,Discuss by telephone,Abdel Fattah Al-Sisi,2014-06-10
Sierra Leone,Host a visit,Canadian Armed Forces,2014-12-20
Goh Chok Tong,Make a visit,Vietnam,2014-09-23
Mahinda Rajapaksa,Accuse,People Associated with the Opposition (Sri Lanka),2014-03-23
Catherine Ashton,Make a visit,Iran,2014-03-07
Akitaka Saiki,Consult,Cho Tai-young,2014-10-02
Citizen (Namibia),Express intent to meet or negotiate,Legislature (Namibia),2014-12-02
Other Authorities / Officials (Namibia),"Arrest, detain, or charge with legal action",Citizen (Namibia),2014-04-15
Barack Obama,Threaten,North Korea,2014-12-20
Abu Sayyaf,fight with small arms and light weapons,Philippines,2014-07-28
Foreign Affairs (Kuwait),Make statement,Kuwait,2014-11-25
Chuck Hagel,Engage in negotiation,Chang Wanquan,2014-04-10
South Korea,Host a visit,Barack Obama,2014-04-20
Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-06-25
Barack Obama,Praise or endorse,Pope Francis,2014-12-17
Faith Pansy Tlakula,Reject,African Christian Democratic Party,2014-06-06
Hezbollah,Praise or endorse,Government (Syria),2014-04-14
Citizen (Nigeria),Accuse,Head of Government (Nigeria),2014-12-04
Antonis Samaras,Discuss by telephone,Evangelos Venizelos,2014-09-30
Court Judge (Nigeria),"Accuse of crime, corruption",Citizen (Nigeria),2014-07-09
Militant (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-03-02
Shimon Peres,Consult,Federica Mogherini,2014-07-16
John Kerry,Express intent to engage in diplomatic cooperation (such as policy support),Fumio Kishida,2014-11-07
Bhupinder Singh Hooda,Make statement,Employee (India),2014-01-02
Gen Prayut Chan-o-cha,Make pessimistic comment,Citizen (Thailand),2014-12-28
Iran,Provide aid,Iraq,2014-12-25
Abdel Fattah Al-Sisi,Express intent to meet or negotiate,Head of Government (China),2014-12-26
Barack Obama,Consult,Royal Administration (Spain),2014-09-23
Citizen (India),Make an appeal or request,Election Commission (India),2014-04-25
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-12-14
Military (Mali),Use conventional military force,Armed Rebel (Mali),2014-05-23
Government (Syria),Make statement,Armed Rebel (Syria),2014-02-28
John Kerry,Consult,Benjamin Netanyahu,2014-12-07
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-01-08
Barack Obama,Express intent to de-escalate military engagement,Afghanistan,2014-07-12
François Hollande,Make an appeal or request,France,2014-08-21
Police (Senegal),Use conventional military force,Criminal (Senegal),2014-08-19
Citizen (Croatia),Demand,Ministry (Croatia),2014-03-27
Wang Yang,Make a visit,Reinhold Mitterlehner,2014-10-21
Iran,Make an appeal or request,UN Security Council,2014-08-29
Joseph Robinette Biden,Praise or endorse,United Arab Emirates,2014-10-05
Barack Obama,Engage in negotiation,Xi Jinping,2014-11-12
South Korea,Make a visit,China,2014-03-28
Military (Turkey),Complain officially,Lawyer/Attorney (Turkey),2014-01-05
Malaysia,Make optimistic comment,Vietnam,2014-03-17
Adams Oshiomhole,Express intent to cooperate,Citizen (Nigeria),2014-02-05
John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-07-16
Victor Ponta,Make statement,National Union Party (Romania),2014-10-07
Mexico,Host a visit,Xi Jinping,2014-07-17
China,Threaten,North Korea,2014-05-20
Morocco,Reduce or break diplomatic relations,Iran,2014-02-06
Police (Australia),Investigate,Citizen (Australia),2014-06-11
Member of Parliament (India),Express intent to meet or negotiate,Citizen (India),2014-09-09
South Korea,Host a visit,Middle East,2014-04-01
China,Express intent to meet or negotiate,France,2014-01-22
Chuck Hagel,Make statement,North Atlantic Treaty Organization,2014-05-02
Canada,Make statement,China,2014-10-16
Protester (Thailand),Demonstrate or rally,Thailand,2014-05-12
Citizen (Greece),Physically assault,Police (Greece),2014-11-17
Intelligence Officer (Somalia),Make statement,Armed Gang (Somalia),2014-08-31
John Kerry,Criticize or denounce,Benjamin Netanyahu,2014-03-16
Communist Party of India,"Accuse of crime, corruption",Oommen Chandy,2014-04-02
Future Movement,Make statement,Hezbollah,2014-01-06
Xi Jinping,Consult,Barack Obama,2014-11-21
Thief (India),Use unconventional violence,Citizen (India),2014-02-25
Barack Obama,Mobilize or increase armed forces,Iraq,2014-09-03
Indigenous People (Tanzania),Engage in negotiation,Citizen (Tanzania),2014-07-22
Abdel Fattah Al-Sisi,Discuss by telephone,Angela Merkel,2014-09-08
National Council for Peace and Order of Thailand,Impose restrictions on political freedoms,Thailand,2014-10-22
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-29
Moro Islamic Liberation Front,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-11-13
Myanmar,Host a visit,John Kerry,2014-08-12
Finance / Economy / Commerce / Trade Ministry (Canada),Make statement,Canada,2014-10-15
China,Host a visit,John Kerry,2014-02-11
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-10-18
Citizen (Australia),Demand,Citizen (International),2014-09-06
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-20
Prayuth Chan-ocha,Threaten,Citizen (Thailand),2014-06-18
Muhammadu Buhari,Make statement,Head of Government (Nigeria),2014-09-30
Criminal (Brazil),Use unconventional violence,Citizen (Brazil),2014-01-10
Citizen (Kenya),Express intent to cooperate,Jackson Mandago,2014-06-30
Tahirul Qadri,Make statement,Imran Khan,2014-08-19
Men (India),Threaten,Medical Personnel (India),2014-07-24
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-06
John Kerry,Consult,North Atlantic Treaty Organization,2014-12-02
Benjamin Netanyahu,Make an appeal or request,Likud,2014-09-16
Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2014-09-18
Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-10-08
Japan,Use conventional military force,Philippines,2014-01-24
Frank Bainimarama,Make a visit,Fiji,2014-10-20
Government (Venezuela),Accuse,Leopoldo López,2014-04-05
Benjamin Netanyahu,Express intent to meet or negotiate,Hamas,2014-10-01
Canada,Engage in symbolic act,Nathan Cirillo,2014-10-28
Foreign Affairs (Russia),Engage in negotiation,Sergey Viktorovich Lavrov,2014-09-18
Medical Personnel (India),Criticize or denounce,Citizen (India),2014-11-07
Farm Worker (Thailand),"Impose blockade, restrict movement",Thailand,2014-01-24
Murderer (Nigeria),Use unconventional violence,Citizen (Nigeria),2014-01-09
Terrorist (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-07-17
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-05-26
South Korea,Make statement,China,2014-06-30
Prayuth Chan-ocha,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-05-26
France,Meet at a 'third' location,China,2014-05-13
South Korea,Express intent to cooperate,China,2014-11-19
John Kerry,Express intent to meet or negotiate,Julie Bishop,2014-07-28
Citizen (India),Accuse,Employee (India),2014-08-26
Tomislav Nikolić,Make statement,Serbia,2014-05-12
Citizen (Nigeria),Make an appeal or request,Company - Owner or Operator (Nigeria),2014-09-15
Police (Australia),Accuse,Citizen (Australia),2014-08-25
Uhuru Muigai Kenyatta,Demand,Citizen (Kenya),2014-05-30
Abdolreza Rahmani-Fazli,Make statement,Iran,2014-05-05
China,Host a visit,Kazakhstan,2014-10-29
South Sudan,Host a visit,Umar al Bashir,2014-01-06
Antonis Samaras,Express intent to meet or negotiate,Evangelos Venizelos,2014-09-14
Julie Bishop,Consult,John Kerry,2014-08-11
Health Ministry (Canada),Express intent to meet or negotiate,Canada,2014-09-24
Envoy (United States),Express intent to meet or negotiate,Japan,2014-10-25
Mohammad Javad Zarif,Make statement,Iran,2014-04-07
Democratic Party,Make statement,Grand National Party,2014-01-22
Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-08-25
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-01-20
Barack Obama,Express intent to provide military aid,Iraq,2014-06-25
France,Make statement,China,2014-02-27
Afghanistan,Make statement,North Atlantic Treaty Organization,2014-12-26
China,Make optimistic comment,Iran,2014-11-24
Court Judge (United Kingdom),Demand,Citizen (United Kingdom),2014-01-24
Armed Band (Afghanistan),Use unconventional violence,Afghanistan,2014-03-25
Ministry (Tanzania),Make statement,Police (Tanzania),2014-11-10
Hamas,Make statement,Head of Government (Qatar),2014-06-05
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-08-09
China,Engage in diplomatic cooperation,Association of Southeast Asian Nations,2014-08-11
Oman,Engage in negotiation,Kuwait,2014-07-08
Lawmaker (United States),"Impose embargo, boycott, or sanctions",Iran,2014-09-27
Armed Band (Central African Republic),Use unconventional violence,Military (Central African Republic),2014-03-30
China,Host a visit,Jan Mládek,2014-06-13
Sergey Viktorovich Lavrov,Make statement,Media (Russia),2014-06-05
Government (Nigeria),Make an appeal or request,Labor Union (Nigeria),2014-03-20
Mevlut Cavusoglu,Discuss by telephone,Mohammad Javad Zarif,2014-10-02
Chuck Hagel,Make statement,Iraq,2014-11-18
Iraq,"Return, release person(s)",Nurse (India),2014-07-04
Foreign Affairs (United States),Appeal for intelligence,China,2014-06-10
Xi Jinping,Express intent to meet or negotiate,Barack Obama,2014-10-30
Edgars Rinkevics,Express intent to meet or negotiate,Federica Mogherini,2014-06-27
Thailand,Engage in diplomatic cooperation,Cambodia,2014-12-02
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Tajikistan,2014-09-10
Mark Simmonds,Engage in negotiation,Aïchatou Mindaoudou Souleymane,2014-01-31
