head,relation,tail,time
Party Member (United Kingdom),Make an appeal or request,Citizen (United Kingdom),2014-11-28
Tomislav Nikolić,Consult,Catherine Ashton,2014-04-28
Sergey Viktorovich Lavrov,Consult,Foreign Affairs (Chile),2014-05-01
North Korea,Make a visit,China,2014-06-30
Mary Robinson,Consult,Raymond Tshibanda,2014-02-13
Ministry (Thailand),Consult,Protester (Thailand),2014-05-19
Head of Government (China),Make statement,China,2014-12-13
Liu Zhenmin,Consult,Mahinda Rajapaksa,2014-04-26
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-02-05
Ethiopia,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-02-27
City Mayor (Philippines),Make statement,Philippines,2014-03-19
Vietnam,Criticize or denounce,China,2014-05-18
Kazakhstan,Express intent to cooperate,China,2014-12-21
Government (Croatia),Consult,Labor Union (Croatia),2014-03-25
Iran,Express intent to meet or negotiate,Afghanistan,2014-01-21
Head of Government (Colombia),Reject,Colombia,2014-02-19
Catherine Ashton,Meet at a 'third' location,Iran,2014-05-28
Cabinet / Council of Ministers / Advisors (United States),Criticize or denounce,Hamas,2014-07-22
Ireland,Engage in diplomatic cooperation,Iran,2014-01-11
Vincent C. Siew,Consult,John Kerry,2014-11-11
David Dondua,Consult,Romania,2014-01-31
Citizen (India),Make an appeal or request,Election Commission (India),2014-08-27
Angela Merkel,Consult,Benjamin Netanyahu,2014-02-24
Portugal,Consult,Cape Verde,2014-06-09
Japan,Express intent to cooperate,China,2014-12-31
Archbishop (Italy),Consult,Pope Francis,2014-07-01
Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-12-29
Citizen (Thailand),Criticize or denounce,Military (Thailand),2014-05-22
China,Consult,France,2014-04-08
Julie Bishop,Discuss by telephone,Retno Marsudi,2014-12-28
Court Judge (India),Accuse,Citizen (India),2014-07-22
Barack Obama,Meet at a 'third' location,Benjamin Netanyahu,2014-08-14
Thief (India),Use unconventional violence,Citizen (India),2014-10-15
International Monetary Fund,Sign formal agreement,Serbia,2014-11-20
Serbia,Express intent to cooperate,China,2014-12-13
Serbia,Engage in diplomatic cooperation,Iraq,2014-11-12
Treasury/Finance Ministry (Bangladesh),Consult,Iyad Ameen Madani,2014-03-11
Ismet Yilmaz,Discuss by telephone,Chuck Hagel,2014-10-12
Governor (India),Make an appeal or request,Citizen (India),2014-01-26
France,Make a visit,Iran,2014-02-05
Militia (Syria),Use unconventional violence,Men (Syria),2014-07-04
Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-15
Haider Al-Abadi,Consult,John Kerry,2014-09-11
Cabinet / Council of Ministers / Advisors (United States),Consult,Foreign Affairs (Russia),2014-12-14
Member of Parliament (Iraq),Make statement,Iraq,2014-05-07
China,Criticize or denounce,Japan,2014-07-16
Citizen (Kenya),Make an appeal or request,Uhuru Muigai Kenyatta,2014-10-05
Citizen (Thailand),Demand,Military (Thailand),2014-09-05
Abdullah Abdullah,Engage in symbolic act,Ashraf Ghani Ahmadzai,2014-04-28
France,Sign formal agreement,Nicolai Wammen,2014-06-20
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-11-13
Mukhtar Ramalan Yero,Make an appeal or request,Citizen (Nigeria),2014-08-27
Mohammad Javad Zarif,Make statement,Iran,2014-05-18
China,Sign formal agreement,Congo,2014-06-13
Shakib Qortbawi,Consult,Jean Qahwaji,2014-02-14
Foreign Affairs (Ukraine),Make statement,Sergey Viktorovich Lavrov,2014-04-12
Ashraf Ghani Ahmadzai,Sign formal agreement,North Atlantic Treaty Organization,2014-12-04
Kazakhstan,Express intent to meet or negotiate,Iran,2014-04-01
Ashraf Ghani Ahmadzai,Consult,Head of Government (Pakistan),2014-10-23
Thailand,Make statement,China,2014-12-24
Court Judge (Kenya),Make statement,Lawyer/Attorney (Kenya),2014-11-06
Cho Tai-young,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-06-25
China,Make an appeal or request,Japan,2014-03-06
France,Make a visit,Iran,2014-02-11
Canada,Accuse,China,2014-09-12
Social Democratic Party (Estonia),Express intent to meet or negotiate,Reform Party (Estonia),2014-03-13
Militant (Yemen),Use unconventional violence,Citizen (Yemen),2014-12-18
Iran,Sign formal agreement,Iraq,2014-11-26
Mohammad Javad Zarif,Consult,Foreign Affairs (Venezuela),2014-04-25
Head of Government (Egypt),Consult,Royal Administration (Saudi Arabia),2014-08-11
Business (South Korea),Sign formal agreement,Government (Kenya),2014-02-12
Andrej Kiska,Express intent to meet or negotiate,Milos Zeman,2014-07-08
Mohammad Javad Zarif,Make statement,Iran,2014-05-30
Governor (India),Make an appeal or request,Citizen (India),2014-05-11
UN Security Council,Sign formal agreement,Iran,2014-03-09
Government (Pakistan),Engage in negotiation,Militant (Taliban),2014-03-27
Associated Press,Discuss by telephone,Student (Venezuela),2014-03-12
Shimon Peres,Consult,Victor Ponta,2014-04-07
Representatives (Bulgaria),Consult,Ekaterina Zaharieva,2014-08-22
Zaheerul Islam,Consult,Raheel Sharif,2014-04-04
Foreign Affairs (Belgium),Consult,Mohammad Javad Zarif,2014-02-23
Nuri al-Maliki,Make statement,Iraq,2014-02-18
Cambodia,Sign formal agreement,Thailand,2014-10-31
Juan Carlos Pinzon,Consult,Chuck Hagel,2014-10-10
Fumio Kishida,Consult,Hu Deping,2014-04-11
South Korea,Criticize or denounce,North Korea,2014-01-17
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-04-09
Combatant (Yemen),Use unconventional violence,Citizen (Yemen),2014-10-22
Morocco,Engage in diplomatic cooperation,Guinea,2014-03-05
Ministry (South Africa),Consult,Media (South Africa),2014-08-07
Court Judge (India),Reject,Citizen (India),2014-04-13
Shabelle Media Network,Consult,Abdiweli Sheikh Ahmed,2014-02-12
Iran,Consult,Representatives (Russia),2014-11-19
Mohammad Javad Zarif,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-02-17
Court Judge (Kenya),Make an appeal or request,Citizen (Kenya),2014-11-27
Military (China),Make statement,Xi Jinping,2014-01-30
John Kerry,Make statement,North Korea,2014-08-10
Armed Gang (Syria),fight with small arms and light weapons,Military (Lebanon),2014-01-31
Governor (Angola),Praise or endorse,Ministry (Angola),2014-07-28
Sergey Kuzhugetovich Shoygu,Consult,Military (Russia),2014-03-24
Villager (India),Criticize or denounce,Citizen (India),2014-09-25
Viktor Orban,Make an appeal or request,Citizen (Hungary),2014-04-06
François Hollande,Consult,Royal Administration (Saudi Arabia),2014-11-17
Fumio Kishida,Express intent to engage in diplomatic cooperation (such as policy support),Chuck Hagel,2014-02-10
Other Authorities / Officials (Mali),Consult,Transparency International,2014-10-24
Head of Government (South Korea),Consult,Head of Government (India),2014-01-23
Rudy Giuliani,Consult,Sergio Massa,2014-04-01
Citizen (India),Express intent to meet or negotiate,Head of Government (India),2014-02-10
Ibrahim Boubacar Keïta,Engage in negotiation,Wendy Sherman,2014-09-30
Cape Verde,Sign formal agreement,Angola,2014-05-06
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-04-08
Citizen (Kenya),Accuse,Police (Kenya),2014-06-24
Sergey Viktorovich Lavrov,Consult,Pavlo Klimkin,2014-08-14
Arseniy Yatsenyuk,Consult,Barack Obama,2014-03-15
Canada,Make an appeal or request,Foreign Affairs (Russia),2014-04-08
Hacker (India),Consult,Citizen (India),2014-05-30
China,Express intent to meet or negotiate,South Korea,2014-08-25
John Kerry,Consult,José Miguel Insulza,2014-09-07
North Korea,Demand,South Korea,2014-02-13
City Mayor (Spain),Consult,Iraq,2014-07-09
Megawati Sukarnoputri,Consult,City Mayor (Indonesia),2014-02-26
Member of Parliament (India),Accuse,Citizen (India),2014-09-05
John Kerry,Engage in negotiation,Benjamin Netanyahu,2014-01-10
Citizen (Nigeria),"Return, release person(s)",Boko Haram,2014-05-22
Citizen (India),Accuse,Nurse (India),2014-05-12
Jack Straw,Consult,Mohammad Javad Zarif,2014-01-08
Thailand,Express intent to meet or negotiate,Citizen (Thailand),2014-01-10
Nuri al-Maliki,Engage in negotiation,Iraq,2014-01-14
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-07-15
North Korea,Make statement,Kim Jong-Un,2014-11-14
Charis Georgiadis,Consult,Nicos Anastasiades,2014-11-28
Government (Angola),Sign formal agreement,Education Ministry (Angola),2014-01-16
Ministry (Angola),Consult,Kundy Pahiama,2014-07-25
South Korea,Make an appeal or request,North Korea,2014-01-04
Citizen (Nigeria),Appeal for change in leadership,Member of the Judiciary (Nigeria),2014-12-10
Fiji,Sign formal agreement,Tuvalu,2014-10-18
Governor (Thailand),Make an appeal or request,Citizen (Thailand),2014-09-03
Japan,Express intent to meet or negotiate,China,2014-10-13
South Korea,Express intent to cooperate economically,China,2014-11-09
Edgars Rinkevics,Make statement,Foreign Affairs (Latvia),2014-08-13
Iran,Express intent to cooperate economically,China,2014-11-30
South Korea,Engage in negotiation,Japan,2014-09-30
North Korea,Make a visit,South Korea,2014-12-01
South Africa,Engage in diplomatic cooperation,Iran,2014-09-09
Xi Jinping,Make statement,Military (China),2014-11-09
North Korea,Make a visit,China,2014-04-02
Imran Khan,Make statement,Najam Sethi,2014-02-12
Aam Aadmi Party,Make an appeal or request,Citizen (India),2014-02-22
Henry Kissinger,Consult,Tony O'Reilly,2014-06-27
Iraq,Engage in diplomatic cooperation,Iran,2014-08-27
China,Engage in diplomatic cooperation,Malaysia,2014-05-26
Citizen (Kenya),Accuse,William Ruto,2014-11-24
Evangelos Venizelos,Consult,Alexis Tsipras,2014-12-01
Ethiopia,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-03-03
Chibuike Rotimi Amaechi,Make an appeal or request,Citizen (Nigeria),2014-08-18
Alexei Pushkov,Consult,Representatives (France),2014-09-02
Company - Owner or Operator (India),Consult,Tulsi Gabbard,2014-12-21
Media (Africa),Consult,Treasury/Finance Ministry (Somalia),2014-05-14
Canada,Consult,Qatar,2014-04-21
North Korea,Make a visit,South Korea,2014-10-16
Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,2014-08-14
Afghanistan,Consult,Iran,2014-12-15
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-12-15
China,Accuse,Philippines,2014-04-02
Malaysia,Make an appeal or request,Vietnam,2014-03-14
North Korea,Consult,South Korea,2014-10-16
China,Engage in negotiation,Japan,2014-09-19
Canada,Express intent to cooperate,Mexico,2014-06-27
Farm Worker (Nigeria),Make statement,Ministry (Nigeria),2014-01-07
China,Make an appeal or request,South Korea,2014-10-13
Japan,Engage in negotiation,China,2014-04-16
Xi Jinping,Make statement,China,2014-06-04
Daily Trust,Consult,Military Personnel (Nigeria),2014-10-20
Militia (Iraq),Use unconventional violence,Militant (Iraq),2014-02-04
Vietnam,Criticize or denounce,China,2014-11-12
Party President (Cyprus),Consult,Nicos Anastasiades,2014-02-06
Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,2014-07-08
Staffan de Mistura,Consult,Foreign Affairs (Syria),2014-09-10
Tokon Mamytov,Consult,Protester (Kyrgyzstan),2014-02-05
Government (Nigeria),Express accord,Boko Haram,2014-10-18
Japan,Criticize or denounce,China,2014-05-22
China,Sign formal agreement,Vietnam,2014-04-01
South Korea,Express intent to meet or negotiate,Japan,2014-11-06
China,Express intent to cooperate,South Korea,2014-02-21
Citizen (Nigeria),Accuse,Government (Nigeria),2014-06-18
Morocco,Consult,Niger,2014-11-27
China,Engage in negotiation,Bhutan,2014-06-14
Citizen (India),Criticize or denounce,Akhilesh Yadav,2014-01-02
Armed Rebel (Yemen),Use unconventional violence,Citizen (Yemen),2014-10-14
François Hollande,Engage in negotiation,Future Movement,2014-10-07
Xi Jinping,Make statement,China,2014-11-22
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-04-10
Iraq,Consult,Shura Council,2014-08-09
Japan,Express intent to cooperate,South Korea,2014-04-16
Justice Department/Ministery (Czech Republic),Engage in negotiation,Andrej Babis,2014-08-12
North Korea,Express intent to meet or negotiate,South Korea,2014-06-30
Media (India),Express intent to meet or negotiate,Citizen (India),2014-07-15
Citizen (Nigeria),Accuse,Head of Government (Nigeria),2014-10-29
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-19
City Mayor (Philippines),Make statement,Philippines,2014-10-23
Mohammad Javad Zarif,Make statement,Iran,2014-12-28
Citizen (Venezuela),Criticize or denounce,Government (Venezuela),2014-04-27
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-12-18
François Hollande,Make statement,France,2014-08-11
Citizen (Nigeria),Express intent to cooperate,Head of Government (Nigeria),2014-09-15
Iran,Praise or endorse,Iraq,2014-08-07
Governor (Kenya),Make an appeal or request,Citizen (Kenya),2014-09-03
Head of Government (Afghanistan),Sign formal agreement,Barack Obama,2014-02-25
Iraq,Engage in negotiation,Lloyd Austin,2014-05-11
Barack Obama,Express intent to meet or negotiate,Xi Jinping,2014-03-24
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-07-19
Antonis Samaras,Express intent to meet or negotiate,Angela Merkel,2014-03-07
Michael Sata,Consult,Party Member (Zambia),2014-06-23
Sergey Viktorovich Lavrov,Consult,Kim Jong-Un,2014-11-20
Citizen (Nigeria),Make an appeal or request,Court Judge (Nigeria),2014-07-31
Militant (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-10-06
David Yau-Yau,Engage in negotiation,South Sudan,2014-01-08
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-22
Citizen (India),Make an appeal or request,Employee (India),2014-11-02
François Hollande,Make statement,France,2014-12-13
Government (Nigeria),Make optimistic comment,Citizen (Nigeria),2014-10-28
South Korea,Express intent to meet or negotiate,North Korea,2014-10-06
Lilian Samaniego,Consult,Horacio Cartes,2014-03-17
Japan,Praise or endorse,Association of Southeast Asian Nations,2014-05-12
Xi Jinping,Make a visit,France,2014-06-20
North Atlantic Treaty Organization,Consult,Foreign Affairs (Russia),2014-01-27
Japan,Express intent to cooperate,North Korea,2014-02-28
Mohammad Javad Zarif,Consult,Foreign Affairs (Singapore),2014-02-26
China,Express intent to cooperate,Thailand,2014-07-30
Iran,Make statement,Qatar,2014-07-06
South Korea,Demand,North Korea,2014-05-08
Police (South Africa),Consult,Media (South Africa),2014-10-27
South Korea,Engage in diplomatic cooperation,China,2014-12-17
Massoud Barzani,Discuss by telephone,Joseph Robinette Biden,2014-08-25
John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-15
Mexico,Consult,Foreign Affairs (Uruguay),2014-11-25
Slavko Linic,Engage in negotiation,Branko Grcic,2014-02-10
South Korea,Make statement,North Korea,2014-04-07
Media (Africa),Consult,Jackson Mandago,2014-05-07
Federica Mogherini,Consult,Sergey Viktorovich Lavrov,2014-12-11
South Korea,Demonstrate military or police power,North Korea,2014-08-17
Sergey Viktorovich Lavrov,Engage in negotiation,Sudan,2014-04-14
Member of Parliament (India),Complain officially,Citizen (India),2014-11-28
Iran,Express intent to meet or negotiate,Slovenia,2014-05-05
Business (Belgium),Consult,North Atlantic Treaty Organization,2014-12-03
China,Consult,Sushil Koirala,2014-06-07
Government (Nigeria),Make statement,Member of the Judiciary (Nigeria),2014-04-01
Citizen (Kenya),Make an appeal or request,Uhuru Muigai Kenyatta,2014-06-30
Business (Iran),Consult,France,2014-02-03
Myanmar,Praise or endorse,China,2014-06-05
Hun Sen,Make statement,Cambodia,2014-10-06
Zhang Dejiang,Consult,Yu Zhengsheng,2014-09-29
Domestic Affairs (Lebanon),Consult,Military Personnel (Lebanon),2014-08-09
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-07-22
Le Luong Minh,Consult,Association of Southeast Asian Nations,2014-07-01
Iran,Praise or endorse,Nuri al-Maliki,2014-11-11
Ashraf Ghani Ahmadzai,Consult,John Kerry,2014-08-04
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-09-01
Xi Jinping,Make a visit,Fiji,2014-11-13
Boko Haram,Make an appeal or request,Citizen (Nigeria),2014-04-15
Detainee (South Sudan),Engage in negotiation,Uhuru Muigai Kenyatta,2014-05-09
Police (Egypt),Use conventional military force,Egyptian Army,2014-04-27
Police (Canada),Make statement,Canada,2014-10-03
Agence France-Presse,Discuss by telephone,Amin Makki Madani,2014-12-07
Foreign Affairs (Russia),Express intent to meet or negotiate,Mohammad Javad Zarif,2014-11-23
Court Judge (Nigeria),Make statement,Member of the Judiciary (Nigeria),2014-03-04
Labor Department (India),Make an appeal or request,Citizen (India),2014-02-16
Angela Merkel,Engage in negotiation,François Hollande,2014-07-20
Citizen (Nigeria),Make an appeal or request,Muslim (Nigeria),2014-03-04
Governor (Venezuela),Consult,Daniel Ceballos,2014-05-20
