head,relation,tail,time
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-09-02
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-06-11
Portugal,Make a visit,Iran,2014-01-29
Military (Lebanon),Make statement,Armed Gang (Lebanon),2014-08-07
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-01-20
Joseph Robinette Biden,Make pessimistic comment,China,2014-05-16
Labor Union (Nigeria),Praise or endorse,Government (Nigeria),2014-11-26
Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-09-01
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-06-27
Iran,Express intent to meet or negotiate,Iraq,2014-12-05
Catherine Ashton,Meet at a 'third' location,Mohammad Javad Zarif,2014-10-16
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-06-25
Dragomir Stoynev,Consult,Guenther Oettinger,2014-04-24
Head of Government (Ukraine),Praise or endorse,Canada,2014-09-17
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-05-23
Civic Group (Afghanistan),Praise or endorse,Ashraf Ghani Ahmadzai,2014-10-16
Armenia,Consult,Iran,2014-02-13
Angela Merkel,Discuss by telephone,Barack Obama,2014-03-02
Police (Kenya),fight with small arms and light weapons,Student (Kenya),2014-10-01
Popular Congress,Criticize or denounce,Government (Sudan),2014-03-12
Citizen (International),Criticize or denounce,Protester (Ukraine),2014-02-20
Sergey Viktorovich Lavrov,Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-06-06
North Korea,Express intent to cooperate militarily,South Korea,2014-04-29
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-02-26
Boko Haram,"Conduct suicide, car, or other non-military bombing",Education (Nigeria),2014-11-13
Patrick Dewael,Make a visit,Mohammad Javad Zarif,2014-09-02
Algirdas Butkevičius,Make statement,United Arab Emirates,2014-06-18
Sarah Hanson-Young,Make statement,Cambodia,2014-11-20
Iraq,Engage in diplomatic cooperation,Iran,2014-12-29
China,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014-02-26
Police (Australia),Accuse,Citizen (Australia),2014-02-07
Efkan Ala,Make an appeal or request,Citizen (Turkey),2014-10-10
Behrouz Kamalvandi,Make optimistic comment,Iran,2014-06-24
William Ruto,Make an appeal or request,Citizen (Kenya),2014-07-28
Mohammad Javad Zarif,Make statement,Catherine Ashton,2014-05-13
Iran,Engage in negotiation,Staffan de Mistura,2014-10-19
Legislature (Libya),Accuse,Cabinet / Council of Ministers / Advisors (Libya),2014-09-17
Marziyeh Afkham,Deny responsibility,Angela Merkel,2014-02-26
Citizen (India),Make an appeal or request,Medical Personnel (India),2014-01-18
Ishaq Dar,Deny responsibility,Imran Khan,2014-09-07
Ethiopia,Praise or endorse,Shura Council,2014-12-29
National Council for Peace and Order of Thailand,"Return, release person(s)",Citizen (Thailand),2014-06-09
Barack Obama,Praise or endorse,Iran,2014-11-10
Human Rights Watch,Make an appeal or request,Other Authorities / Officials (Oman),2014-12-19
Citizen (Thailand),Use unconventional violence,Protester (Thailand),2014-01-27
Cambodia,Engage in diplomatic cooperation,Vietnam,2014-09-25
North Korea,fight with artillery and tanks,South Korea,2014-04-02
Barack Obama,Make statement,Iran,2014-11-05
Member of Parliament (India),Express intent to meet or negotiate,Citizen (India),2014-06-21
Military Personnel (Kenya),Accuse,Citizen (Kenya),2014-07-23
Imran Khan,Consult,Raheel Sharif,2014-08-28
Police (Egypt),fight with small arms and light weapons,Protester (Egypt),2014-11-28
State Security Court (United Arab Emirates),Criticize or denounce,Citizen (United Arab Emirates),2014-01-21
Japan,"Reject plan, agreement to settle dispute",North Korea,2014-05-28
South Korea,Cooperate economically,Japan,2014-10-16
China,Host a visit,Ashraf Ghani Ahmadzai,2014-11-13
News Editor (Nigeria),Praise or endorse,Citizen (Nigeria),2014-05-20
Member of Parliament (India),Reject,Citizen (India),2014-09-24
Jakaya Mrisho Kikwete,Make a visit,Vietnam,2014-10-22
Military (Lebanon),"Arrest, detain, or charge with legal action",Armed Gang (Lebanon),2014-07-11
Hezbollah,Criticize or denounce,Israeli Defense Forces,2014-10-09
Zhang Dejiang,Make an appeal or request,Japan,2014-05-06
Leopoldo López,Appeal for diplomatic cooperation (such as policy support),Citizen (Venezuela),2014-02-18
Shimon Peres,Praise or endorse,China,2014-04-10
Iran,Praise or endorse,Saud bin Faisal bin Abdul-Aziz,2014-07-06
Barack Obama,Engage in negotiation,Angela Merkel,2014-07-19
China,Make statement,Japan,2014-06-13
Police (Canada),"Impose blockade, restrict movement",Canada,2014-05-07
Raul Hernandez,Deny responsibility,China,2014-03-14
National Council for Peace and Order of Thailand,Make statement,Thailand,2014-07-08
Citizen (Nigeria),Demand,Government (Nigeria),2014-04-22
Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2014-04-30
Thief (India),Sexually assault,Citizen (India),2014-10-13
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-11-27
Ethiopia,Sign formal agreement,Sudan,2014-12-25
Akhilesh Yadav,Express intent to cooperate,Citizen (India),2014-09-09
Islamic Preacher (Iran),Make statement,Iran,2014-05-10
Abu Sayyaf,"Abduct, hijack, or take hostage",Citizen (Germany),2014-10-12
Angela Merkel,Express intent to meet or negotiate,Abdel Fattah Al-Sisi,2014-09-08
Government (Kenya),Express intent to cooperate,Citizen (Kenya),2014-02-06
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-07-28
North Korea,Engage in negotiation,South Korea,2014-02-13
Foreign Affairs (Syria),Make statement,France,2014-05-12
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-08-01
China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2014-06-18
Police (Australia),"Return, release person(s)",Citizen (Australia),2014-10-12
Member of Parliament (India),Express intent to cooperate,Citizen (India),2014-11-28
Mulatu Teshome,Make statement,Japan,2014-08-27
François Hollande,Make a visit,Canada,2014-11-04
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-06
Police (Australia),Use conventional military force,Hell's Angels,2014-02-12
Citizen (Nigeria),Bring lawsuit against,Government (Nigeria),2014-05-28
Milos Zeman,Make an appeal or request,North Atlantic Treaty Organization,2014-04-14
Oman,Host a visit,Iran,2014-11-29
Protester (Thailand),"Obstruct passage, block",Thailand,2014-01-28
High Ranking Military Personnel (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-08-19
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-01-13
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-11
Iran,Express intent to provide military aid,Military (Lebanon),2014-09-30
North Atlantic Treaty Organization,Make statement,Military (Russia),2014-10-15
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-03-14
Iran,Mobilize or increase armed forces,Iraq,2014-06-16
South Korea,Make statement,North Korea,2014-01-17
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-10-16
National Liberation Army,Use conventional military force,Colombia,2014-07-29
John Kerry,Make a visit,Angela Merkel,2014-01-31
Citizen (Nigeria),Demand,Government (Nigeria),2014-08-21
Member of Parliament (India),Use conventional military force,Citizen (India),2014-10-18
Association of Southeast Asian Nations,Express intent to cooperate,Japan,2014-09-05
Xi Jinping,Express intent to meet or negotiate,Barack Obama,2014-03-24
Barack Obama,Engage in symbolic act,Citizen (Georgia),2014-05-26
John Kerry,Make an appeal or request,North Korea,2014-09-24
Head of Government (Nigeria),Praise or endorse,Government (Nigeria),2014-08-20
Barack Obama,Make pessimistic comment,Iraq,2014-10-15
"Armed Gang (Palestinian Territory, Occupied)",Use unconventional violence,Israeli Defense Forces,2014-06-02
Gazprom,Engage in negotiation,AB Lithuanian Gas,2014-04-30
Head of Government (India),Make a visit,Gambia,2014-10-08
Mohammad Javad Zarif,Make statement,John Kerry,2014-02-03
Mohammad Javad Zarif,Consult,John Kerry,2014-11-10
John Kerry,Reject,Iran,2014-09-16
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-05-06
Barack Obama,Criticize or denounce,North Korea,2014-04-27
North Korea,Engage in negotiation,Japan,2014-06-30
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-08-04
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-04
High Commission for Refugees,Make statement,Iran,2014-06-26
Barack Obama,Make statement,Canada,2014-11-14
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-06-24
South Korea,Express intent to meet or negotiate,Japan,2014-09-18
Sergey Kuzhugetovich Shoygu,Make statement,Chuck Hagel,2014-04-29
Patience Jonathan,Praise or endorse,Jonah David Jang,2014-10-23
Sudan,Make an appeal or request,UN Security Council,2014-12-14
China,Express intent to meet or negotiate,Japan,2014-11-07
Police (Indonesia),"Return, release person(s)",Citizen (Indonesia),2014-08-26
Barack Obama,Consult,Xi Jinping,2014-11-15
Court Judge (India),Refuse to release persons or property,Citizen (India),2014-07-31
Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,2014-08-08
Cabinet / Council of Ministers / Advisors (United States),Make statement,Presidential Candidate (Afghanistan),2014-07-11
Marziyeh Afkham,Make empathetic comment,Iran,2014-09-09
Head of Government (Greece),Host a visit,Kyriakos Gerontopoulos,2014-10-24
China,Sign formal agreement,Barack Obama,2014-11-17
Abdullah Abdullah,"Impose embargo, boycott, or sanctions",Election Commission (Afghanistan),2014-06-24
Citizen (Nigeria),Appeal for de-escalation of military engagement,Boko Haram,2014-07-17
China,Express intent to engage in diplomatic cooperation (such as policy support),Sierra Leone,2014-05-01
Sergey Kuzhugetovich Shoygu,Discuss by telephone,Chuck Hagel,2014-04-30
China,Demand,Philippines,2014-08-07
Gen Prayut Chan-o-cha,Make an appeal or request,Citizen (Thailand),2014-11-11
Iran,Provide military aid,Iraq,2014-06-26
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-10-21
National Alliance (Iraq),Make statement,Haider Al-Abadi,2014-08-11
Militant (Iraq),Occupy territory,Iraq,2014-06-26
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-05-26
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-12-27
South Korea,Host a visit,North Korea,2014-07-17
China,Reject,Japan,2014-01-30
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-03-12
Protester (Hong Kong),Express intent to meet or negotiate,Carrie Lam,2014-10-03
Government (Oman),Make optimistic comment,Iran,2014-11-12
South Korea,Make optimistic comment,Thailand,2014-07-08
Government (Nigeria),Engage in diplomatic cooperation,Citizen (Nigeria),2014-11-27
Member of Parliament (India),Make an appeal or request,Citizen (India),2014-08-10
Philippines,Make statement,China,2014-05-15
Foreign Affairs (Russia),Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-01-13
South Korea,Engage in diplomatic cooperation,North Korea,2014-01-05
Barack Obama,Demand,North Korea,2014-04-25
Attacker (Saudi Arabia),fight with small arms and light weapons,Citizen (Saudi Arabia),2014-11-04
John Kerry,"Threaten with sanctions, boycott, embargo",Riek Machar,2014-05-02
Citizen (Nigeria),Appeal for intelligence,Government (Nigeria),2014-01-22
Protester (Thailand),Demand,Citizen (Thailand),2014-01-14
Military (Thailand),Impose restrictions on political freedoms,Thailand,2014-05-23
AB Lithuanian Gas,Engage in negotiation,Gazprom,2014-04-30
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-03-30
North Korea,Criticize or denounce,South Korea,2014-10-27
Lawyer/Attorney (Australia),Demand,Citizen (Australia),2014-04-25
Japan,Criticize or denounce,China,2014-01-20
John Kerry,Engage in symbolic act,Foreign Affairs (South Korea),2014-02-14
China,Make optimistic comment,Iran,2014-08-10
Barack Obama,Express intent to meet or negotiate,South Korea,2014-02-14
South Korea,Consider policy option,North Korea,2014-10-05
North Korea,Host a visit,Japan,2014-10-28
Barack Obama,Sign formal agreement,Xi Jinping,2014-11-16
Fumio Kishida,Express intent to engage in diplomatic cooperation (such as policy support),Julie Bishop,2014-04-11
North Korea,Engage in negotiation,South Korea,2014-02-12
Mohammad Reza Naqdi,Make statement,Iran,2014-06-23
Protester (Ukraine),Threaten with military force,Armed Rebel (Ukraine),2014-06-30
Umar al Bashir,Make a visit,Sudan,2014-11-05
Japan,Demand,North Korea,2014-04-15
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-24
John Kerry,Praise or endorse,Ethiopia,2014-05-02
Bahrain,Engage in diplomatic cooperation,Qatar,2014-11-19
Ibrahim Hassan Dankwambo,Accuse,Danjuma Goje,2014-12-22
Iraq,Engage in diplomatic cooperation,Iran,2014-08-24
Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2014-03-20
Court Judge (Nigeria),Ease administrative sanctions,Citizen (Nigeria),2014-07-17
Member of the Judiciary (Turkey),Refuse to release persons or property,Citizen (Turkey),2014-01-20
UN Security Council,Make statement,Haider Al-Abadi,2014-08-13
Joseph Robinette Biden,Express intent to meet or negotiate,Poland,2014-03-18
Sudan,Express intent to meet or negotiate,Ethiopia,2014-08-24
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-11-04
John Kerry,Meet at a 'third' location,Pavlo Klimkin,2014-06-25
Police (Kenya),Give ultimatum,Citizen (Kenya),2014-06-09
Citizen (International),"Appeal for change in institutions, regime",Party Member (Iraq),2014-06-30
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-12-17
China,Sign formal agreement,Afghanistan,2014-10-28
Angela Merkel,Consult,Benjamin Netanyahu,2014-02-25
Antonis Samaras,Express intent to meet or negotiate,Evangelos Venizelos,2014-11-10
Farm Worker (Guatemala),"Impose blockade, restrict movement",Guatemala,2014-11-13
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-25
Barack Obama,Express intent to meet or negotiate,Benjamin Netanyahu,2014-03-03
Mohammad Javad Zarif,Engage in negotiation,John Kerry,2014-10-15
Barack Obama,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014-10-22
Simon Gass,Consult,Iran,2014-04-29
Police (Kenya),Make an appeal or request,Citizen (Kenya),2014-02-10
Police (Hong Kong),Make statement,Protester (Hong Kong),2014-10-13
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-04-07
Xi Jinping,Demand,China,2014-08-27
Military (Mexico),"Arrest, detain, or charge with legal action",Drug Gang (Mexico),2014-01-28
Mohammad Javad Zarif,Make statement,Iran,2014-08-29
Mohammad Javad Zarif,"Ease economic sanctions, boycott, embargo",Iran,2014-03-03
China,Make statement,Head of Government (Afghanistan),2014-10-28
Ashraf Ghani Ahmadzai,Express intent to cooperate,Abdullah Abdullah,2014-07-08
Joseph Robinette Biden,Apologize,Saud bin Faisal bin Abdul-Aziz,2014-10-08
Angela Merkel,Express intent to cooperate,François Hollande,2014-12-22
Council of Europe,Praise or endorse,Morocco,2014-03-31
Citizen (India),Accuse,Head of Government (India),2014-12-14
John Kerry,Express intent to meet or negotiate,United Arab Emirates,2014-11-12
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-11-24
Tzipi Livni,Consult,John Kerry,2014-01-20
Joseph Robinette Biden,Consult,Head of Government (Brazil),2014-05-08
Gjorge Ivanov,Make an appeal or request,Foreign Affairs (Macedonia),2014-12-26
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-03-24
Government (Nigeria),Investigate,Citizen (Nigeria),2014-01-20
Citizen (Thailand),Praise or endorse,National Council for Peace and Order of Thailand,2014-11-25
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-30
Barack Obama,Express intent to provide military aid,Iraq,2014-06-17
Foreign Affairs (United States),Appeal for diplomatic cooperation (such as policy support),Japan,2014-03-06
Police (Australia),"Abduct, hijack, or take hostage",Citizen (Australia),2014-02-27
Barack Obama,Engage in symbolic act,Citizen (Australia),2014-07-18
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-15
Police (Australia),Use conventional military force,Hell's Angels,2014-02-11
Thailand,Make an appeal or request,Citizen (Thailand),2014-05-09
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-10-29
South Korea,Express intent to meet or negotiate,China,2014-07-19
Government (Venezuela),"Return, release person(s)",Leopoldo López,2014-04-05
