head,relation,tail,time
Citizen (Thailand),Demonstrate or rally,Thailand,2014-11-17
Pavlo Klimkin,Make a visit,Federica Mogherini,2014-11-17
Pablo Escobar,Host a visit,Vladimiro Montesinos,2014-11-17
Ministry (South Africa),Make statement,Government (South Africa),2014-11-17
Police (Kenya),Use conventional military force,Citizen (Kenya),2014-11-17
Iran,Engage in diplomatic cooperation,China,2014-11-17
Government (South Africa),Consult,Ministry (South Africa),2014-11-17
Citizen (Croatia),Use unconventional violence,Police (Croatia),2014-11-17
China,Host a visit,Sergey Kuzhugetovich Shoygu,2014-11-17
Barack Obama,Make a visit,Myanmar,2014-11-17
Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-11-17
Citizen (Kenya),Accuse,Government (Kenya),2014-11-17
China,Host a visit,Barack Obama,2014-11-17
Barack Obama,Sign formal agreement,China,2014-11-17
Federica Mogherini,Host a visit,Pavlo Klimkin,2014-11-17
Fiji,Host a visit,Frank Bainimarama,2014-11-17
China,Praise or endorse,Iran,2014-11-17
Citizen (Kenya),Accuse,Police (Kenya),2014-11-17
Citizen (Nigeria),Use unconventional violence,Boko Haram,2014-11-17
Vietnam,Host a visit,Iran,2014-11-17
Iran,Praise or endorse,China,2014-11-17
Police (Croatia),Use conventional military force,Citizen (Croatia),2014-11-17
Japan,Make statement,China,2014-11-17
China,Sign formal agreement,Barack Obama,2014-11-17
Company - Owner or Operator (India),Use conventional military force,Citizen (India),2014-11-17
Myanmar,Host a visit,Barack Obama,2014-11-17
Pavlo Klimkin,Consult,Federica Mogherini,2014-11-17
Vladimiro Montesinos,Make a visit,Pablo Escobar,2014-11-17
Citizen (Nigeria),Make an appeal or request,Oversight Court (Nigeria),2014-11-17
Thailand,Investigate,Citizen (Thailand),2014-11-17
Iran,Make a visit,Vietnam,2014-11-17
Fiji,Host a visit,Head of Government (India),2014-11-18
New Zealand,Host a visit,Xi Jinping,2014-11-18
Head of Government (China),Make a visit,New Zealand,2014-11-18
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-11-18
China,Consult,Iran,2014-11-18
Sergey Kuzhugetovich Shoygu,Engage in negotiation,Chang Wanquan,2014-11-18
Benjamin Netanyahu,Consult,John Kerry,2014-11-18
Xi Jinping,Express intent to meet or negotiate,New Zealand,2014-11-18
Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,2014-11-18
Mohammad Javad Zarif,Make statement,Iran,2014-11-18
New Zealand,Host a visit,Head of Government (China),2014-11-18
Iran,Host a visit,Mohammad Javad Zarif,2014-11-18
Chang Wanquan,Consult,Sergey Kuzhugetovich Shoygu,2014-11-18
France,Engage in negotiation,Iran,2014-11-18
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-11-18
Ministry (Singapore),Make statement,Masagos Zulkifli,2014-11-18
Military Personnel - Special (India),Use conventional military force,Citizen (India),2014-11-18
Poland,Reduce or break diplomatic relations,Foreign Affairs (Russia),2014-11-18
Iran,Consult,France,2014-11-18
Pope Francis,Make a visit,Philippines,2014-11-18
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-11-18
Citizen (India),fight with small arms and light weapons,Military Personnel - Special (India),2014-11-18
Sergey Kuzhugetovich Shoygu,Express intent to cooperate,Chang Wanquan,2014-11-18
Oman,Host a visit,Iran,2014-11-18
Catherine Ashton,Meet at a 'third' location,Mohammad Javad Zarif,2014-11-18
Iran,Engage in negotiation,China,2014-11-18
Chang Wanquan,Engage in negotiation,Sergey Kuzhugetovich Shoygu,2014-11-18
Head of Government (India),Make a visit,Fiji,2014-11-18
Philippines,Host a visit,Pope Francis,2014-11-18
Serge Lazarevic,Make an appeal or request,François Hollande,2014-11-18
Foreign Affairs (Russia),Make statement,Poland,2014-11-18
China,Make a visit,Antonis Samaras,2014-11-18
Sergey Kuzhugetovich Shoygu,Consult,Chang Wanquan,2014-11-18
Masagos Zulkifli,Consult,Ministry (Singapore),2014-11-18
Government (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-11-18
Head of Government (Mongolia),Make a visit,Vietnam,2014-11-18
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-18
Citizen (India),Use unconventional violence,Military Personnel - Special (India),2014-11-18
Mohammad Javad Zarif,Make a visit,Iran,2014-11-18
Mohammad Javad Zarif,Make optimistic comment,Iran,2014-11-18
Catherine Ashton,Engage in negotiation,Mohammad Javad Zarif,2014-11-18
Antonis Samaras,Host a visit,China,2014-11-18
Chang Wanquan,Express intent to cooperate,Sergey Kuzhugetovich Shoygu,2014-11-18
Citizen (Nigeria),Demand,Government (Nigeria),2014-11-18
Iran,Make a visit,Oman,2014-11-18
New Zealand,Praise or endorse,Xi Jinping,2014-11-18
Head of Government (Gambia),Make a visit,Qatar,2014-11-18
Benjamin Netanyahu,Discuss by telephone,John Kerry,2014-11-18
François Hollande,Make statement,Serge Lazarevic,2014-11-18
Mohammad Javad Zarif,Make statement,Catherine Ashton,2014-11-18
Vietnam,Host a visit,Head of Government (Mongolia),2014-11-18
John Kerry,Discuss by telephone,Benjamin Netanyahu,2014-11-18
Qatar,Host a visit,Head of Government (Gambia),2014-11-18
John Kerry,Consult,Benjamin Netanyahu,2014-11-18
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-11-19
Qatar,Host a visit,Head of Government (Gambia),2014-11-19
Citizen (India),Express intent to meet or negotiate,Court Judge (India),2014-11-19
Citizen (Kenya),Accuse,Police (Kenya),2014-11-19
Head of Government (Gambia),Make a visit,Qatar,2014-11-19
Thailand,Host a visit,Gen Prayut Chan-o-cha,2014-11-19
Police (Hong Kong),Use conventional military force,Protester (Hong Kong),2014-11-19
Court Judge (India),Coerce,Citizen (India),2014-11-19
Police (Hong Kong),Use tactics of violent repression,Protester (Hong Kong),2014-11-19
Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-11-19
John Kerry,Make an appeal or request,Sergey Viktorovich Lavrov,2014-11-19
Head of Government (India),Make a visit,Fiji,2014-11-19
Iran,Host a visit,Legislature (Russia),2014-11-19
Gen Prayut Chan-o-cha,Make a visit,Thailand,2014-11-19
Xi Jinping,Appeal for diplomatic cooperation (such as policy support),New Zealand,2014-11-19
Legislature (Russia),Make a visit,Iran,2014-11-19
Peter Szijjarto,Engage in negotiation,Sergey Viktorovich Lavrov,2014-11-19
Sergey Viktorovich Lavrov,Consult,Peter Szijjarto,2014-11-19
Police (Hong Kong),Make statement,Protester (Hong Kong),2014-11-19
New Zealand,Host a visit,Xi Jinping,2014-11-19
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-11-19
Cabinet / Council of Ministers / Advisors (United States),Make statement,Sergey Viktorovich Lavrov,2014-11-19
Fiji,Host a visit,Head of Government (India),2014-11-19
Xi Jinping,Make a visit,New Zealand,2014-11-19
Xi Jinping,Express intent to engage in diplomatic cooperation (such as policy support),New Zealand,2014-11-19
Vietnam,Make a visit,Asang Laol,2014-11-19
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-19
Asang Laol,Host a visit,Vietnam,2014-11-19
Court Judge (India),Make an appeal or request,Citizen (India),2014-11-19
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-20
Serbia,Make statement,International Monetary Fund,2014-11-20
Angela Merkel,Make a visit,Poland,2014-11-20
United Arab Emirates,Host a visit,"Head of Government (Palestinian Territory, Occupied)",2014-11-20
Edgars Rinkevics,Consult,Victoria Nuland,2014-11-20
Vesna Pusić,Express intent to meet or negotiate,Portugal,2014-11-20
France,Host a visit,John Kerry,2014-11-20
New Zealand,Make statement,China,2014-11-20
Qatar,Host a visit,"Head of Government (Palestinian Territory, Occupied)",2014-11-20
Pope Francis,Make a visit,Philippines,2014-11-20
Northern Ireland,Make a visit,Ireland,2014-11-20
Morocco,Host a visit,Head of Government (South Korea),2014-11-20
Joseph Robinette Biden,Make a visit,Abdelilah Benkirane,2014-11-20
Edgars Rinkevics,Express intent to engage in diplomatic cooperation (such as policy support),Victoria Nuland,2014-11-20
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Mohammad Javad Zarif,2014-11-20
Abdelilah Benkirane,Host a visit,Joseph Robinette Biden,2014-11-20
Victoria Nuland,Express intent to engage in diplomatic cooperation (such as policy support),Edgars Rinkevics,2014-11-20
Head of Government (South Korea),Make a visit,Morocco,2014-11-20
Victoria Nuland,Express intent to meet or negotiate,Edgars Rinkevics,2014-11-20
"Head of Government (Palestinian Territory, Occupied)",Make a visit,United Arab Emirates,2014-11-20
Mohammad Javad Zarif,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-20
Philippines,Host a visit,Pope Francis,2014-11-20
Xi Jinping,Express intent to meet or negotiate,Fiji,2014-11-20
France,Host a visit,Head of Government (Egypt),2014-11-20
Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-11-20
China,Host a visit,Barack Obama,2014-11-20
China,Express intent to engage in diplomatic cooperation (such as policy support),New Zealand,2014-11-20
Immigrants (Hong Kong),Make a visit,China,2014-11-20
Sam Nda-Isaiah,Host a visit,Danjuma Goje,2014-11-20
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014-11-20
Sarah Hanson-Young,Make a visit,Cambodia,2014-11-20
Danjuma Goje,Make a visit,Sam Nda-Isaiah,2014-11-20
Barack Obama,Make a visit,China,2014-11-20
Police (Belgium),Use tactics of violent repression,Protester (Belgium),2014-11-20
Sergey Viktorovich Lavrov,Make optimistic comment,Kim Jong-Un,2014-11-20
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-11-20
John Kerry,Make a visit,France,2014-11-20
France,Express intent to meet or negotiate,Iran,2014-11-20
Kim Jong-Un,Consult,Sergey Viktorovich Lavrov,2014-11-20
Head of Government (Egypt),Make a visit,France,2014-11-20
Ireland,Host a visit,Northern Ireland,2014-11-20
Cambodia,Host a visit,Sarah Hanson-Young,2014-11-20
Iran,Engage in negotiation,France,2014-11-20
"Head of Government (Palestinian Territory, Occupied)",Make a visit,Qatar,2014-11-20
Fiji,Make a visit,Xi Jinping,2014-11-20
Qatar,Host a visit,Bala Garba-Jahumpa,2014-11-20
Protester (Belgium),"Protest violently, riot",Police (Belgium),2014-11-20
Kim Jong-Un,Engage in negotiation,Sergey Viktorovich Lavrov,2014-11-20
Portugal,Host a visit,Vesna Pusić,2014-11-20
Sarah Hanson-Young,Make statement,Cambodia,2014-11-20
Police (Hong Kong),Make statement,Protester (Hong Kong),2014-11-20
John Kerry,Make an appeal or request,Sergey Viktorovich Lavrov,2014-11-20
International Monetary Fund,Sign formal agreement,Serbia,2014-11-20
Sergey Viktorovich Lavrov,Consult,Kim Jong-Un,2014-11-20
Kim Jong-Un,Express intent to engage in diplomatic cooperation (such as policy support),Sergey Viktorovich Lavrov,2014-11-20
China,Host a visit,Immigrants (Hong Kong),2014-11-20
Sergey Viktorovich Lavrov,Express intent to engage in diplomatic cooperation (such as policy support),Kim Jong-Un,2014-11-20
Bala Garba-Jahumpa,Make a visit,Qatar,2014-11-20
Poland,Host a visit,Angela Merkel,2014-11-20
Sergey Viktorovich Lavrov,Engage in negotiation,Kim Jong-Un,2014-11-20
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-11-21
China,Consult,Majid Takht Ravanchi,2014-11-21
Xi Jinping,Express intent to meet or negotiate,Cristina Fernández de Kirchner,2014-11-21
François Hollande,Express intent to meet or negotiate,Guinea,2014-11-21
China,Host a visit,Cristina Fernández de Kirchner,2014-11-21
Iran,Host a visit,Mohammad Nahavandian,2014-11-21
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-11-21
France,Host a visit,Pope Francis,2014-11-21
Mohammad Javad Zarif,Consult,John Kerry,2014-11-21
France,Host a visit,John Kerry,2014-11-21
Cristina Fernández de Kirchner,Make a visit,China,2014-11-21
South Korea,Engage in negotiation,China,2014-11-21
Xi Jinping,Make statement,New Zealand,2014-11-21
Mohammad Nahavandian,Make a visit,Iran,2014-11-21
North Korea,Host a visit,South Korea,2014-11-21
John Kerry,Express intent to meet or negotiate,France,2014-11-21
China,Make optimistic comment,Slovenia,2014-11-21
Cabinet / Council of Ministers / Advisors (United States),Consult,Mohammad Javad Zarif,2014-11-21
Government (Nigeria),Provide economic aid,Head of Government (Nigeria),2014-11-21
Abdel Fattah Al-Sisi,Make a visit,France,2014-11-21
Government (Sudan),Yield,Citizen (Sudan),2014-11-21
John Kerry,Halt negotiations,France,2014-11-21
Military (Russia),Use conventional military force,Armed Rebel (Ukraine),2014-11-21
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-11-21
Joseph Robinette Biden,Make a visit,Morocco,2014-11-21
Morocco,Host a visit,Joseph Robinette Biden,2014-11-21
China,Praise or endorse,Fiji,2014-11-21
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-11-21
Sunday Times,Make statement,Police (South Africa),2014-11-21
Pope Francis,Make a visit,France,2014-11-21
Government (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-11-21
Domingos Simões Pereira,Host a visit,Guinea,2014-11-21
China,Praise or endorse,Cristina Fernández de Kirchner,2014-11-21
Mohammad Javad Zarif,Make a visit,Iran,2014-11-21
Joseph Robinette Biden,Consult,Arseniy Yatsenyuk,2014-11-21
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-11-21
Abdel Fattah Al-Sisi,Express intent to meet or negotiate,France,2014-11-21
Police (South Africa),"Arrest, detain, or charge with legal action",Sunday Times,2014-11-21
United Arab Emirates,Host a visit,Lee Myung Bak,2014-11-21
François Hollande,Make a visit,Guinea,2014-11-21
Bratislav Gasic,Host a visit,Military (China),2014-11-21
South Korea,Threaten,North Korea,2014-11-21
South Korea,Sign formal agreement,China,2014-11-21
Guinea,Make a visit,Domingos Simões Pereira,2014-11-21
Arseniy Yatsenyuk,Engage in negotiation,Joseph Robinette Biden,2014-11-21
John Kerry,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-11-21
China,Sign formal agreement,South Korea,2014-11-21
France,Consult,Abdel Fattah Al-Sisi,2014-11-21
China,Engage in negotiation,South Korea,2014-11-21
Citizen (Sudan),Make an appeal or request,Government (Sudan),2014-11-21
Military Personnel - Special (India),Use conventional military force,Citizen (India),2014-11-21
South Korea,Make a visit,North Korea,2014-11-21
Cristina Fernández de Kirchner,Discuss by telephone,Xi Jinping,2014-11-21
Guinea,Host a visit,François Hollande,2014-11-21
John Kerry,Express intent to meet or negotiate,Catherine Ashton,2014-11-21
Catherine Ashton,Consult,John Kerry,2014-11-21
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-11-21
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-11-21
Mohammad Javad Zarif,Express intent to meet or negotiate,Cabinet / Council of Ministers / Advisors (United States),2014-11-21
Military (China),Make a visit,Bratislav Gasic,2014-11-21
Fiji,Grant diplomatic recognition,China,2014-11-21
Lee Myung Bak,Make a visit,United Arab Emirates,2014-11-21
Citizen (India),Use unconventional violence,Military Personnel - Special (India),2014-11-21
Xi Jinping,Make an appeal or request,Cristina Fernández de Kirchner,2014-11-21
Armed Rebel (Ukraine),Use unconventional violence,Military (Russia),2014-11-21
Majid Takht Ravanchi,Meet at a 'third' location,China,2014-11-21
New Zealand,Host a visit,Xi Jinping,2014-11-21
European Parliament,Host a visit,Pope Francis,2014-11-21
Iran,Host a visit,Mohammad Javad Zarif,2014-11-21
John Kerry,Make a visit,France,2014-11-21
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-11-21
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-11-21
China,Express intent to engage in diplomatic cooperation (such as policy support),Slovenia,2014-11-21
Citizen (India),fight with small arms and light weapons,Military Personnel - Special (India),2014-11-21
China,Express intent to engage in diplomatic cooperation (such as policy support),Fiji,2014-11-21
Slovenia,Engage in diplomatic cooperation,China,2014-11-21
Xi Jinping,Make a visit,New Zealand,2014-11-21
Pope Francis,Make a visit,European Parliament,2014-11-21
Abdel Fattah Al-Sisi,Make a visit,France,2014-11-22
Atef Tarawneh,Host a visit,Iraq,2014-11-22
China,Express intent to engage in diplomatic cooperation (such as policy support),Fiji,2014-11-22
Niue,Make a visit,Xi Jinping,2014-11-22
Fiji,Host a visit,China,2014-11-22
Xi Jinping,Host a visit,Niue,2014-11-22
Head of Government (Pakistan),Make an appeal or request,Barack Obama,2014-11-22
Mohammad Javad Zarif,Halt negotiations,John Kerry,2014-11-22
Xi Jinping,Consult,Niue,2014-11-22
Iran,Host a visit,Nuri al-Maliki,2014-11-22
France,Host a visit,Abdel Fattah Al-Sisi,2014-11-22
Xi Jinping,Make an appeal or request,New Zealand,2014-11-22
Governor (Democratic Republic of Congo),Host a visit,Cobra Matata,2014-11-22
Macky Sall,Make a visit,France,2014-11-22
John Kerry,Consult,Catherine Ashton,2014-11-22
Cobra Matata,Make a visit,Governor (Democratic Republic of Congo),2014-11-22
