head,relation,tail,time
Afghanistan,Make a visit,China,2014/10/28
John Kerry,Consult,China,2014/2/18
Mohammad Javad Zarif,Make statement,Iran,2014/2/23
Military Personnel (United States),Make statement,Military Personnel (Afghanistan),2014/7/17
Nuri al-Maliki,Accuse,Iranian Kurds,2014/7/10
City Mayor (Greece),Consult,Antonis Samaras,2014/7/22
Foreign Affairs (United States),Make an appeal or request,UN Security Council,2014/7/16
Government (Nepal),Sign formal agreement,Company - Owner or Operator (Nepal),2014/9/19
Pervez Musharraf,Consult,Special Court (Pakistan),2014/2/21
Congress (Argentina),Consult,Presidential Candidate (Argentina),2014/9/2
Mohammad Javad Zarif,Consult,Foreign Affairs (Venezuela),2014/4/22
Imran Khan,Demand change in leadership,Head of Government (Pakistan),2014/8/14
South Korea,Host a visit,Pope Francis,2014/7/14
Mexico,Accuse,Drug Gang (Mexico),2014/12/6
Aladdin Boroujerdi,Make a visit,Mexico,2014/12/7
Japan,Host a visit,Joseph Robinette Biden,2014/1/3
High Commission for Refugees,Make pessimistic comment,Other Authorities / Officials (Lebanon),2014/5/31
Cleric (Iraq),Make an appeal or request,Scholar (Iraq),2014/1/3
Thief (India),fight with small arms and light weapons,Citizen (India),2014/7/6
China,Express intent to engage in diplomatic cooperation (such as policy support),Kazakhstan,2014/4/1
Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Armenia,2014/8/20
France,Engage in negotiation,Canada,2014/6/5
Iraq,Make a visit,Independent High Electoral Commission,2014/2/28
Media Personnel (Somalia),Make statement,Al-Shabaab,2014/7/19
Uganda People's Defence Force,Mobilize or increase armed forces,South Sudan,2014/1/10
Court Judge (Kenya),"Arrest, detain, or charge with legal action",Governor (Kenya),2014/7/2
Government (Nigeria),Provide humanitarian aid,Education (Nigeria),2014/7/25
Bam Dev Gautam,Engage in negotiation,Other Authorities / Officials (China),2014/10/17
Media Personnel (Iran),Make statement,Iran,2014/10/8
Xi Jinping,Make statement,China,2014/5/2
Citizen (India),Make an appeal or request,Ramesh Chennithala,2014/10/28
Foreign Affairs (Malaysia),Make statement,Malaysia,2014/6/13
Other Authorities / Officials (South Africa),Express intent to meet or negotiate,South Africa,2014/3/23
Education (Nigeria),Make an appeal or request,Citizen (Nigeria),2014/12/29
Kapil Sibal,Consult,Salman Khurshid,2014/1/9
Tzipi Livni,Threaten,Israeli Defense Forces,2014/7/3
Slovenia,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2014/12/10
Cabinet / Council of Ministers / Advisors (United States),Make statement,Nuri al-Maliki,2014/6/27
Police (Australia),"Return, release person(s)",Citizen (Australia),2014/11/28
South Korea,Host a visit,Xi Jinping,2014/7/6
Marziyeh Afkham,Make statement,Iran,2014/2/27
Haider Al-Abadi,Appeal for military aid,Chuck Hagel,2014/12/10
Member of the Judiciary (Nigeria),Demand,Citizen (Nigeria),2014/4/4
North Korea,Make a visit,Iran,2014/2/9
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014/2/26
Tajikistan,Consult,Iran,2014/3/29
Military (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2014/5/24
Iraq,Host a visit,Lloyd Austin,2014/8/27
Barack Obama,Provide military aid,Iraq,2014/8/12
Julie Bishop,Make an appeal or request,Citizen (Australia),2014/12/29
Radoslaw Sikorski,Consult,Mohammad Javad Zarif,2014/3/1
Governor (Kenya),Express intent to provide humanitarian aid,Citizen (Kenya),2014/10/6
Iran,Express intent to meet or negotiate,Afghanistan,2014/5/7
Court Judge (United Kingdom),Make an appeal or request,Citizen (United Kingdom),2014/6/26
City Mayor (Philippines),Make statement,Philippines,2014/11/22
North Korea,Host a visit,Kim Jong-Un,2014/11/15
Ma Ying Jeou,Engage in diplomatic cooperation,China,2014/1/14
South Africa,Express intent to cooperate,China,2014/11/16
Citizen (India),Accuse,United Progressive Alliance,2014/12/26
France,"Arrest, detain, or charge with legal action",Women (France),2014/1/9
Election Commission (Afghanistan),Make statement,Afghanistan,2014/4/3
South Korea,Host a visit,China,2014/7/5
Citizen (Thailand),Deny responsibility,Thailand,2014/10/22
Rights Activist (Malaysia),Make an appeal or request,Malaysia,2014/2/6
Police (Philippines),Make statement,Criminal (Philippines),2014/11/30
Hakeem Baba-Ahmed,Make an appeal or request,Citizen (Nigeria),2014/3/24
Militant (Philippines),Use unconventional violence,Military (Philippines),2014/11/14
Military Personnel (Thailand),Make statement,Military (Thailand),2014/3/2
Gen Prayut Chan-o-cha,Make a visit,Laos,2014/12/22
Benjamin Netanyahu,Demand,Police (Israel),2014/10/24
Armenia,Praise or endorse,François Hollande,2014/10/23
John Odigie-Oyegun,Make an appeal or request,Citizen (Nigeria),2014/10/30
Yu Zhengsheng,Appeal for diplomatic cooperation (such as policy support),China,2014/6/10
Abdullah Abdullah,Accuse,Head of Government (Afghanistan),2014/8/4
Ministry (Iran),Make statement,Iran,2014/5/6
Joseph Robinette Biden,Express intent to meet or negotiate,Victor Ponta,2014/5/12
Massoud Barzani,Make an appeal or request,Legislature (Iraq),2014/7/9
Joseph Robinette Biden,Apologize,UAE Armed Forces,2014/10/5
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Armenia,2014/6/12
Armed Gang (Fula people),Use unconventional violence,Citizen (Nigeria),2014/9/3
Protester (Ukraine),Express intent to cooperate,Police (Ukraine),2014/1/24
Xi Jinping,Engage in negotiation,Ashraf Ghani Ahmadzai,2014/10/28
Sergey Viktorovich Lavrov,Make statement,ITAR TASS,2014/11/24
Marziyeh Afkham,Make empathetic comment,Iran,2014/8/5
Citizen (Nigeria),Accuse,Government (Nigeria),2014/1/8
Militant (Iraq),Use unconventional violence,Iraq,2014/6/11
Japan,Consult,Iran,2014/3/1
Sergey Viktorovich Lavrov,Make a visit,France,2014/9/15
Daniel Russel,Express intent to meet or negotiate,Japan,2014/10/3
Philippines,Accuse,China,2014/3/11
Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014/7/2
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014/4/26
Citizen (Nigeria),"Abduct, hijack, or take hostage",Okey Wali,2014/10/14
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014/4/30
High Ranking Military Personnel (Nigeria),Make statement,Education (Nigeria),2014/6/10
Dmitry Olegovich Rogozin,Praise or endorse,Wang Yang,2014/4/18
Le Hong Anh,Consult,China,2014/8/28
Abdullah Abdullah,"Impose embargo, boycott, or sanctions",Election Commission (Afghanistan),2014/7/24
Defense / Security Ministry (United States),Consult,Abdelkader Messahel,2014/12/10
Farm Worker (Nigeria),Use conventional military force,Citizen (Nigeria),2014/5/20
France,Rally support on behalf of,Military (France),2014/12/1
Mohammad Javad Zarif,Make statement,Iran,2014/9/16
Iran,Make statement,Afghanistan,2014/4/23
Ethiopia,Host a visit,Riek Machar,2014/5/13
Militant (Yemen),Carry out suicide bombing,Citizen (Yemen),2014/6/26
Agence France-Presse,Discuss by telephone,Military Personnel (Thailand),2014/3/8
Media (Africa),Consult,Displaced Families (Sudan),2014/5/21
Citizen (India),Appeal for military aid,Election Commission (India),2014/7/14
Cambodia,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014/9/1
Admiral (Iran),Make statement,Iran,2014/10/11
Iran,Express intent to engage in diplomatic cooperation (such as policy support),North Atlantic Treaty Organization,2014/9/9
Representatives (Afghanistan),Consult,Ashraf Ghani Ahmadzai,2014/11/13
Iran,Make statement,Afghanistan,2014/7/30
Human Rights Watch,Make an appeal or request,United Arab Emirates,2014/10/25
Barack Obama,Express intent to meet or negotiate,China,2014/11/6
Combatant (Cameroon),Use unconventional violence,Cameroon,2014/10/11
Other Authorities / Officials (Mexico),"Arrest, detain, or charge with legal action",Criminal (Mexico),2014/3/19
Government (Nigeria),Make pessimistic comment,Citizen (Nigeria),2014/7/16
Ministry (Nigeria),Engage in symbolic act,Citizen (Nigeria),2014/6/12
Medical Personnel (India),Express intent to provide humanitarian aid,Citizen (India),2014/10/19
Mob (Pakistan),Use unconventional violence,Christian (Pakistan),2014/11/6
China,Make optimistic comment,Japan,2014/11/11
Student (Hong Kong),Express intent to yield,Police (Hong Kong),2014/12/2
Rwanda National Police,Make statement,Police (Rwanda),2014/6/20
Independent High Electoral Commission,Host a visit,Iraq,2014/2/28
Japan,Express intent to cooperate,China,2014/11/13
Other Authorities / Officials (Hong Kong),Make an appeal or request,Protester (Hong Kong),2014/10/3
Thailand,Express intent to cooperate,Myanmar,2014/10/17
Governor (Angola),Make statement,Angola,2014/10/2
John Momis,Consult,Peter O'Neill,2014/1/22
Benjamin Netanyahu,Express intent to meet or negotiate,Japan,2014/5/7
Curacao,Host a visit,North Atlantic Treaty Organization,2014/9/11
Philippe Couillard,Make statement,Business (Canada),2014/6/19
Barack Obama,Express intent to meet or negotiate,Japan,2014/2/12
Ashraf al-Qudra,Make statement,Israeli Defense Forces,2014/4/10
François Hollande,Demand,France,2014/5/6
Iran,Praise or endorse,Government (Syria),2014/5/29
Japan,Engage in diplomatic cooperation,South Korea,2014/9/4
Citizen (India),Make an appeal or request,Smriti Irani,2014/11/28
François Hollande,Express intent to cooperate,Massoud Barzani,2014/8/9
France,Express intent to cooperate,China,2014/11/1
China,Reject,South Korea,2014/6/27
Barack Obama,Engage in negotiation,Head of Government (South Korea),2014/4/27
Antonis Samaras,Consult,Adli Mansour,2014/1/21
China,Make an appeal or request,Vietnam,2014/5/18
Nurse (Pakistan),Make statement,Government (Pakistan),2014/3/17
Ashraf Ghani Ahmadzai,Express intent to meet or negotiate,China,2014/10/23
Government (Nigeria),Make statement,Education (Nigeria),2014/5/12
North Atlantic Treaty Organization,Make an appeal or request,Afghanistan,2014/4/1
China,Host a visit,Xi Jinping,2014/5/2
Serbia,Express intent to cooperate,China,2014/12/12
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014/10/24
Military Personnel (Philippines),Make statement,Criminal (Philippines),2014/10/1
Angela Merkel,Make statement,North Atlantic Treaty Organization,2014/9/4
Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014/11/6
Philippines,Criticize or denounce,China,2014/5/22
Thailand,Host a visit,Tea Banh,2014/7/28
Education Ministry (Czech Republic),Make statement,Milos Zeman,2014/1/8
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014/1/12
Citizen (Kenya),Make an appeal or request,Uhuru Muigai Kenyatta,2014/3/28
Armed Gang (Libya),"Abduct, hijack, or take hostage",Trade Official (South Korea),2014/1/20
UN Security Council,Make an appeal or request,South Sudan,2014/3/13
Iran,Engage in diplomatic cooperation,Oman,2014/9/6
Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014/9/25
Police (Israel),fight with small arms and light weapons,Employee (Israel),2014/11/10
Fishermen (India),Engage in symbolic act,Citizen (India),2014/9/23
South Korea,Engage in diplomatic cooperation,Japan,2014/9/20
Xi Jinping,Make statement,China,2014/6/1
Cabinet / Council of Ministers / Advisors (United States),Make a visit,Afghanistan,2014/7/12
Edwin Lacierda,Make statement,Businessperson (United States),2014/6/4
Cleric (Nigeria),Threaten,Government (Nigeria),2014/1/2
Guatemala,Consult,Mexico,2014/9/9
Citizen (India),Reject,Ruling Party (India),2014/4/12
Benjamin Netanyahu,Engage in negotiation,Barack Obama,2014/3/1
Citizen (Australia),Use unconventional violence,Terrorist Leader (Syria),2014/12/9
Thief (India),Use unconventional violence,Citizen (India),2014/10/4
John Kerry,Criticize or denounce,North Korea,2014/7/29
Military (Lebanon),Consult,Military Personnel (Lebanon),2014/4/28
Jean-Yves Le Drian,Appeal for de-escalation of military engagement,Military (France),2014/2/11
Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014/10/20
Mainland Affairs Council,Make statement,China,2014/7/1
France,Express intent to cooperate,Japan,2014/5/6
Member of Parliament (India),Criticize or denounce,Governor (India),2014/11/19
Employee (Philippines),Make statement,Philippines,2014/12/13
UN Security Council,Consult,Herve Ladsous,2014/3/7
Lawyer/Attorney (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014/10/29
Boko Haram,Use conventional military force,Citizen (Nigeria),2014/7/24
Militant (Iraq),Use unconventional violence,Iraq,2014/10/2
Government (Germany),Reject,Citizen (Germany),2014/10/7
Minister Patnaik,Make an appeal or request,Citizen (India),2014/8/13
Head of Government (China),Make statement,China,2014/11/17
Iran,Host a visit,Catherine Ashton,2014/4/13
Governor (Angola),Consult,Government (Angola),2014/11/26
Student (Hong Kong),Express intent to meet or negotiate,Carrie Lam,2014/10/7
Citizen (Saudi Arabia),Express intent to meet or negotiate,Mohammad Javad Zarif,2014/5/28
Pope Francis,Engage in negotiation,Barack Obama,2014/3/27
Citizen (India),Accuse,Election Commission (India),2014/5/8
Party Member (Kyrgyzstan),Make an appeal or request,Citizen (Kyrgyzstan),2014/1/15
William Kabogo,Make an appeal or request,Citizen (Kenya),2014/2/4
Foreign Affairs (Russia),Consult,John Kerry,2014/3/30
Doctors Without Borders,Make statement,Sierra Leone,2014/6/23
Austria Press Agency,Make statement,Amnesty International,2014/5/9
Prayuth Chan-ocha,Make statement,Cabinet / Council of Ministers / Advisors (Thailand),2014/9/12
Abdullah Abdullah,Make a visit,Afghanistan,2014/7/6
Sergey Viktorovich Lavrov,Praise or endorse,John Kerry,2014/1/14
Police (Cote d'Ivoire),fight with small arms and light weapons,Citizen (Cote d'Ivoire),2014/4/22
Chuck Hagel,Make a visit,China,2014/4/24
Ministry (Afghanistan),Make statement,Afghanistan,2014/3/10
Jakaya Mrisho Kikwete,Make an appeal or request,Citizen (Tanzania),2014/8/25
Iran,Mobilize or increase armed forces,Iraq,2014/6/15
Ministry (France),Express intent to meet or negotiate,Abdel Fattah Al-Sisi,2014/9/16
Court Judge (India),Criticize or denounce,Citizen (India),2014/4/25
UN Security Council,Make an appeal or request,Other Authorities / Officials (Somalia),2014/4/8
North Atlantic Treaty Organization,Make statement,Afghanistan,2014/2/4
Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),2014/11/14
Islamic Militant (Syria),Use unconventional violence,Military (Lebanon),2014/12/2
Military Personnel (Thailand),Make a visit,China,2014/6/11
Militant (Ukraine),fight with small arms and light weapons,Reserve Personnel (Ukraine),2014/10/4
Police (Australia),Accuse,Citizen (Australia),2014/7/31
North Korea,"Return, release person(s)",Jeffrey Fowle,2014/10/21
Combatant (Taliban),Use unconventional violence,Afghanistan,2014/7/19
Police (Tanzania),Provide economic aid,Tanzania,2014/1/17
Toomas Hendrik Ilves,Express intent to meet or negotiate,Taavi Rõivas,2014/8/15
Japan,Consult,South Korea,2014/7/20
Marziyeh Afkham,Make statement,Government (United States),2014/12/31
Protester (Ukraine),"Declare truce, ceasefire",Police (Ukraine),2014/2/5
Lawyer/Attorney (Australia),Make statement,Police (Australia),2014/2/21
Sergey Viktorovich Lavrov,Consult,Paolo Gentiloni,2014/11/12
Labor Union (India),Express intent to provide economic aid,Citizen (India),2014/10/6
Antonis Samaras,Express intent to meet or negotiate,Evangelos Venizelos,2014/5/6
Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2014/6/3
Military (Philippines),Use conventional military force,Pdea,2014/3/25
Zurab Abashidze,Consult,Foreign Affairs (Russia),2014/6/28
Niger,Meet at a 'third' location,Cameroon,2014/5/19
Majid Takht Ravanchi,Make statement,Iran,2014/1/7
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014/6/22
Armenia,Cooperate militarily,Separatist (Armenia),2014/10/26
Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014/3/18
Head of Government (Afghanistan),Make a visit,China,2014/11/7
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014/3/2
Criminal (Venezuela),Use unconventional violence,Citizen (Venezuela),2014/12/3
Japan,"Impose embargo, boycott, or sanctions",North Korea,2014/6/18
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014/12/13
Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014/9/15
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014/11/21
William Ruto,Threaten to reduce or break relations,Military Personnel - Special (Kenya),2014/1/20
Catherine Ashton,Consult,John Kerry,2014/3/6
